student_id,Full_Name,Date_of_Birth,Grade_Level,Unnamed: 4,email_id,Attendance_Score,Homework_Score,Exam_Score
S00021,Patricia Atkins,07-01-2019,Grade 5,,sudharaju434@gmail.com,0.6666666666666666,,86.0
S00022,Justin Wright,25-06-2010,Grade 2,,sudharaju434@gmail.com,0.4,,47.0
S00022,Justin Wright,25-06-2010,Grade 2,,sudharaju434@gmail.com,0.4,,50.0
S00022,Justin Wright,25-06-2010,Grade 2,,sudharaju434@gmail.com,0.4,,73.0
S00023,Justin Sandoval,05-22-2016,Grade 1,,sudharaju434@gmail.com,0.4,,82.0
S00023,Justin Sandoval,05-22-2016,Grade 1,,sudharaju434@gmail.com,0.4,,41.0
S00023,Justin Sandoval,05-22-2016,Grade 1,,sudharaju434@gmail.com,0.4,,42.0
S00024,Kimberly Massey,05-05-2008,Grade 3,,sudharaju434@gmail.com,0.25,,69.0
S00024,Kimberly Massey,05-05-2008,Grade 3,,sudharaju434@gmail.com,0.25,,60.0
S00024,Kimberly Massey,05-05-2008,Grade 3,,sudharaju434@gmail.com,0.25,,82.0
S00025,Theresa Marsh,18-04-2009,Grade 2,,sudharaju434@gmail.com,0.16666666666666666,,52.0
S00025,Theresa Marsh,18-04-2009,Grade 2,,sudharaju434@gmail.com,0.16666666666666666,,79.0
S00026,Todd Noble,03-05-2006,Grade 3,,sudharaju434@gmail.com,0.125,,44.0
S00027,Jonathan Cline,13-03-2009,Grade 3,,sudharaju434@gmail.com,0.5555555555555556,,108.0
S00028,Diana Fitzpatrick,12-09-2008,Grade 5,,sudharaju434@gmail.com,0.7,,40.0
S00028,Diana Fitzpatrick,12-09-2008,Grade 5,,sudharaju434@gmail.com,0.7,,52.0
S00028,Diana Fitzpatrick,12-09-2008,Grade 5,,sudharaju434@gmail.com,0.7,,71.0
S00028,Diana Fitzpatrick,12-09-2008,Grade 5,,sudharaju434@gmail.com,0.7,,89.0
S00028,Diana Fitzpatrick,12-09-2008,Grade 5,,sudharaju434@gmail.com,0.7,,74.0
S00029,brandi winters,14-01-2007,Grade 3,,sudharaju434@gmail.com,0.4444444444444444,,65.0
S00030,Vincent Harrison,26-01-2013,Grade 3,,sudharaju434@gmail.com,0.5,,63.0
S00030,Vincent Harrison,26-01-2013,Grade 3,,sudharaju434@gmail.com,0.5,,94.0
S00030,Vincent Harrison,26-01-2013,Grade 3,,sudharaju434@gmail.com,0.5,,81.0
S00030,Vincent Harrison,26-01-2013,Grade 3,,sudharaju434@gmail.com,0.5,,45.0
S00030,Vincent Harrison,26-01-2013,Grade 3,,sudharaju434@gmail.com,0.5,,76.0
S00031,Michael May,13-01-2009,Grade 4,,sudharaju434@gmail.com,0.75,,74.96424262367006
S00032,Katherine Chang,03-09-2010,Grade 4,,sudharaju434@gmail.com,0.6666666666666666,,68.0
S00032,Katherine Chang,03-09-2010,Grade 4,,sudharaju434@gmail.com,0.6666666666666666,,93.0
S00033,Kenneth Levine,15-01-2019,Grade 1,,sudharaju434@gmail.com,0.6,,66.0
S00034,Melissa Cohen,20-08-2016,Grade 1,,sudharaju434@gmail.com,0.14285714285714285,,96.0
S00034,Melissa Cohen,20-08-2016,Grade 1,,sudharaju434@gmail.com,0.14285714285714285,,84.0
S00034,Melissa Cohen,20-08-2016,Grade 1,,sudharaju434@gmail.com,0.14285714285714285,,87.0
S00034,Melissa Cohen,20-08-2016,Grade 1,,sudharaju434@gmail.com,0.14285714285714285,,104.0
S00035,Pamela Lambert,06-11-2010,Grade 2,,sudharaju434@gmail.com,0.75,,44.0
S00035,Pamela Lambert,06-11-2010,Grade 2,,sudharaju434@gmail.com,0.75,,77.0
S00036,James Stewart,03-10-2010,Grade 3,,sudharaju434@gmail.com,0.625,,86.0
S00036,James Stewart,03-10-2010,Grade 3,,sudharaju434@gmail.com,0.625,,43.0
S00036,James Stewart,03-10-2010,Grade 3,,sudharaju434@gmail.com,0.625,,54.0
S00037,Rebecca Barr,24-04-2007,Grade 1,,sudharaju434@gmail.com,0.5,,92.0
S00037,Rebecca Barr,24-04-2007,Grade 1,,sudharaju434@gmail.com,0.5,,88.0
S00038,Brandi Carroll,04-09-2018,Grade 1,,sudharaju434@gmail.com,0.375,,60.0
S00038,Brandi Carroll,04-09-2018,Grade 1,,sudharaju434@gmail.com,0.375,,105.0
S00039,Jordan Jenkins,16-12-2018,Grade 1,,sudharaju434@gmail.com,0.42857142857142855,,70.0
S00039,Jordan Jenkins,16-12-2018,Grade 1,,sudharaju434@gmail.com,0.42857142857142855,,61.0
S00040,Frank Douglas,22-08-2017,Grade 5,,sudharaju434@gmail.com,0.42857142857142855,,109.0
S00040,Frank Douglas,22-08-2017,Grade 5,,sudharaju434@gmail.com,0.42857142857142855,,52.0
S00040,Frank Douglas,22-08-2017,Grade 5,,sudharaju434@gmail.com,0.42857142857142855,,55.0
S00040,Frank Douglas,22-08-2017,Grade 5,,sudharaju434@gmail.com,0.42857142857142855,,96.0
S00041,Robert Walters,28-03-2017,Grade 1,,sudharaju434@gmail.com,0.42857142857142855,,90.0
S00042,Timothy Russell,03-02-2010,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,76.0
S00042,Timothy Russell,03-02-2010,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,79.0
S00042,Timothy Russell,03-02-2010,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,92.0
S00042,Timothy Russell,03-02-2010,Grade 3,,sudharaju434@gmail.com,0.6153846153846154,,83.0
S00043,Amanda Davis,17-01-2008,Grade 2,,sudharaju434@gmail.com,0.625,,85.0
S00044,Vicki Whitaker,16-10-2013,Grade 1,,sudharaju434@gmail.com,0.2857142857142857,,108.0
S00044,Vicki Whitaker,16-10-2013,Grade 1,,sudharaju434@gmail.com,0.2857142857142857,,66.0
S00044,Vicki Whitaker,16-10-2013,Grade 1,,sudharaju434@gmail.com,0.2857142857142857,,69.0
S00045,Melanie Martinez,07-03-2011,Grade 5,,sudharaju434@gmail.com,0.6363636363636364,,85.0
S00045,Melanie Martinez,07-03-2011,Grade 5,,sudharaju434@gmail.com,0.6363636363636364,,44.0
S00045,Melanie Martinez,07-03-2011,Grade 5,,sudharaju434@gmail.com,0.6363636363636364,,66.0
S00045,Melanie Martinez,07-03-2011,Grade 5,,sudharaju434@gmail.com,0.6363636363636364,,51.0
S00046,Michael Pennington,08-03-2012,Grade 1,,sudharaju434@gmail.com,0.36363636363636365,,69.0
S00046,Michael Pennington,08-03-2012,Grade 1,,sudharaju434@gmail.com,0.36363636363636365,,90.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,58.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,88.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,73.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,75.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,74.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,65.0
S00047,deborah robinson,19-07-2012,Grade 1,,sudharaju434@gmail.com,0.35714285714285715,,79.0
S00048,Jonathon Ortiz,06-27-2016,Grade 2,,sudharaju434@gmail.com,0.42857142857142855,,74.96424262367006
S00049,david soto,06-05-2015,Grade 2,,sudharaju434@gmail.com,0.6428571428571429,,62.0
S00049,david soto,06-05-2015,Grade 2,,sudharaju434@gmail.com,0.6428571428571429,,44.0
S00050,Alex Evans,05-10-2006,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,90.0
S00050,Alex Evans,05-10-2006,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,100.0
S00050,Alex Evans,05-10-2006,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,89.0
S00050,Alex Evans,05-10-2006,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,58.0
S00050,Alex Evans,05-10-2006,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,88.0
S00050,Alex Evans,05-10-2006,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,45.0
S00051,Jesse Hayes,16-02-2015,Grade 5,,sudharaju434@gmail.com,0.2727272727272727,,52.0
S00051,Jesse Hayes,16-02-2015,Grade 5,,sudharaju434@gmail.com,0.2727272727272727,,84.0
S00051,Jesse Hayes,16-02-2015,Grade 5,,sudharaju434@gmail.com,0.2727272727272727,,40.0
S00052,Robert Fox,16-02-2009,Grade 4,,sudharaju434@gmail.com,0.5,,78.0
S00052,Robert Fox,16-02-2009,Grade 4,,sudharaju434@gmail.com,0.5,,109.0
S00053,Brian Meyer,08-25-2010,Grade 4,,sudharaju434@gmail.com,0.8333333333333334,,105.0
S00053,Brian Meyer,08-25-2010,Grade 4,,sudharaju434@gmail.com,0.8333333333333334,,62.0
S00053,Brian Meyer,08-25-2010,Grade 4,,sudharaju434@gmail.com,0.8333333333333334,,50.0
S00054,Thomas Morales,30-09-2017,Grade 2,,sudharaju434@gmail.com,0.35714285714285715,,86.0
S00054,Thomas Morales,30-09-2017,Grade 2,,sudharaju434@gmail.com,0.35714285714285715,,71.0
S00054,Thomas Morales,30-09-2017,Grade 2,,sudharaju434@gmail.com,0.35714285714285715,,79.0
S00055,Susan Miller,18-07-2012,Grade 4,,sudharaju434@gmail.com,0.25,,49.0
S00055,Susan Miller,18-07-2012,Grade 4,,sudharaju434@gmail.com,0.25,,95.0
S00056,Victoria Lewis,08-25-2006,Grade 3,,sudharaju434@gmail.com,0.6666666666666666,,79.0
S00056,Victoria Lewis,08-25-2006,Grade 3,,sudharaju434@gmail.com,0.6666666666666666,,109.0
S00057,Robert Foster,02-07-2012,Grade 5,,sudharaju434@gmail.com,0.0,,82.0
S00057,Robert Foster,02-07-2012,Grade 5,,sudharaju434@gmail.com,0.0,,66.0
S00057,Robert Foster,02-07-2012,Grade 5,,sudharaju434@gmail.com,0.0,,83.0
S00058,Steven Donovan,06-06-2017,Grade 5,,sudharaju434@gmail.com,0.5,,82.0
S00058,Steven Donovan,06-06-2017,Grade 5,,sudharaju434@gmail.com,0.5,,57.0
S00058,Steven Donovan,06-06-2017,Grade 5,,sudharaju434@gmail.com,0.5,,64.0
S00059,Kiara Meadows,03-02-2008,Grade 2,,sudharaju434@gmail.com,0.75,,105.0
S00059,Kiara Meadows,03-02-2008,Grade 2,,sudharaju434@gmail.com,0.75,,78.0
S00059,Kiara Meadows,03-02-2008,Grade 2,,sudharaju434@gmail.com,0.75,,93.0
S00060,Shawn Carroll,27-08-2007,Grade 3,,sudharaju434@gmail.com,0.5,,47.0
S00060,Shawn Carroll,27-08-2007,Grade 3,,sudharaju434@gmail.com,0.5,,92.0
S00061,kent davenport,05-08-2012,Grade 4,,sudharaju434@gmail.com,0.5,,79.0
S00062,Jason Clark,22-07-2018,Grade 3,,sudharaju434@gmail.com,0.3333333333333333,,101.0
S00063,jason marquez,01-08-2016,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,58.0
S00063,jason marquez,01-08-2016,Grade 2,,sudharaju434@gmail.com,0.3333333333333333,,56.0
S00064,Danielle Curtis,12-04-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,53.0
S00064,Danielle Curtis,12-04-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,44.0
S00064,Danielle Curtis,12-04-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,59.0
S00064,Danielle Curtis,12-04-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,48.0
S00065,Laura Stanley,13-12-2015,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,87.0
S00066,Wyatt Nelson,10-01-2010,Grade 5,,sudharaju434@gmail.com,0.5555555555555556,,46.0
S00066,Wyatt Nelson,10-01-2010,Grade 5,,sudharaju434@gmail.com,0.5555555555555556,,92.0
S00067,Philip Hill,02-02-2015,Grade 1,,sudharaju434@gmail.com,0.6,,107.0
S00067,Philip Hill,02-02-2015,Grade 1,,sudharaju434@gmail.com,0.6,,44.0
S00068,Robert Clark,09-09-2017,Grade 3,,sudharaju434@gmail.com,0.6,,90.0
S00068,Robert Clark,09-09-2017,Grade 3,,sudharaju434@gmail.com,0.6,,87.0
S00068,Robert Clark,09-09-2017,Grade 3,,sudharaju434@gmail.com,0.6,,49.0
S00068,Robert Clark,09-09-2017,Grade 3,,sudharaju434@gmail.com,0.6,,58.0
S00069,william ford,11-03-2011,Grade 5,,sudharaju434@gmail.com,0.5,,46.0
S00069,william ford,11-03-2011,Grade 5,,sudharaju434@gmail.com,0.5,,99.0
S00069,william ford,11-03-2011,Grade 5,,sudharaju434@gmail.com,0.5,,85.0
S00070,Martin Bennett MD,02-01-2010,Grade 1,,sudharaju434@gmail.com,0.5,,91.0
S00070,Martin Bennett MD,02-01-2010,Grade 1,,sudharaju434@gmail.com,0.5,,108.0
S00070,Martin Bennett MD,02-01-2010,Grade 1,,sudharaju434@gmail.com,0.5,,81.0
S00071,Madison Ellis,16-06-2012,Grade 4,,sudharaju434@gmail.com,0.3333333333333333,,101.0
S00071,Madison Ellis,16-06-2012,Grade 4,,sudharaju434@gmail.com,0.3333333333333333,,91.0
S00072,Dean Cook,04-11-2014,Grade 4,,sudharaju434@gmail.com,0.2222222222222222,,42.0
S00073,Christopher Salinas,04-01-2011,Grade 5,,sudharaju434@gmail.com,0.2,,95.0
S00074,Mr. Mark Erickson,14-03-2017,Grade 4,,sudharaju434@gmail.com,0.7777777777777778,,108.0
S00075,Jasmine Allen,12-10-2017,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,81.0
S00075,Jasmine Allen,12-10-2017,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,101.0
S00075,Jasmine Allen,12-10-2017,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,82.0
S00076,robert martin,28-06-2013,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,105.0
S00076,robert martin,28-06-2013,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,57.0
S00077,Amanda Perry,03-22-2009,Grade 2,,sudharaju434@gmail.com,0.375,,61.0
S00077,Amanda Perry,03-22-2009,Grade 2,,sudharaju434@gmail.com,0.375,,82.0
S00077,Amanda Perry,03-22-2009,Grade 2,,sudharaju434@gmail.com,0.375,,79.0
S00077,Amanda Perry,03-22-2009,Grade 2,,sudharaju434@gmail.com,0.375,,72.0
S00078,Brian Sims,11-02-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,82.0
S00078,Brian Sims,11-02-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,50.0
S00078,Brian Sims,11-02-2012,Grade 3,,sudharaju434@gmail.com,0.42857142857142855,,85.0
S00079,Krista Martinez,03-05-2008,Grade 2,,sudharaju434@gmail.com,0.42857142857142855,,60.0
S00079,Krista Martinez,03-05-2008,Grade 2,,sudharaju434@gmail.com,0.42857142857142855,,73.0
S00079,Krista Martinez,03-05-2008,Grade 2,,sudharaju434@gmail.com,0.42857142857142855,,70.0
S00080,Aaron Baldwin,26-04-2013,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,58.0
S00080,Aaron Baldwin,26-04-2013,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,99.0
S00080,Aaron Baldwin,26-04-2013,Grade 4,,sudharaju434@gmail.com,0.7142857142857143,,76.0
S00081,John Underwood,01-05-2013,Grade 1,,sudharaju434@gmail.com,0.3333333333333333,,86.0
S00082,Shawn Martin,12-10-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,63.0
S00082,Shawn Martin,12-10-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,40.0
S00082,Shawn Martin,12-10-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,101.0
S00082,Shawn Martin,12-10-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,56.0
S00082,Shawn Martin,12-10-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,86.0
S00082,Shawn Martin,12-10-2016,Grade 4,,sudharaju434@gmail.com,0.5714285714285714,,88.0
S00083,Michael Harrison,21-07-2017,Grade 3,,sudharaju434@gmail.com,0.36363636363636365,,82.0
S00083,Michael Harrison,21-07-2017,Grade 3,,sudharaju434@gmail.com,0.36363636363636365,,66.0
S00083,Michael Harrison,21-07-2017,Grade 3,,sudharaju434@gmail.com,0.36363636363636365,,70.0
S00084,wanda eaton,14-09-2012,Grade 4,,sudharaju434@gmail.com,0.5555555555555556,,79.0
S00084,wanda eaton,14-09-2012,Grade 4,,sudharaju434@gmail.com,0.5555555555555556,,88.0
S00084,wanda eaton,14-09-2012,Grade 4,,sudharaju434@gmail.com,0.5555555555555556,,76.0
S00084,wanda eaton,14-09-2012,Grade 4,,sudharaju434@gmail.com,0.5555555555555556,,71.0
S00085,Taylor Juarez,07-06-2018,Grade 2,,sudharaju434@gmail.com,0.7692307692307693,,44.0
S00085,Taylor Juarez,07-06-2018,Grade 2,,sudharaju434@gmail.com,0.7692307692307693,,107.0
S00086,Michael Lee,03-24-2010,Grade 3,,sudharaju434@gmail.com,0.2,,67.0
S00086,Michael Lee,03-24-2010,Grade 3,,sudharaju434@gmail.com,0.2,,61.0
S00086,Michael Lee,03-24-2010,Grade 3,,sudharaju434@gmail.com,0.2,,71.0
S00086,Michael Lee,03-24-2010,Grade 3,,sudharaju434@gmail.com,0.2,,40.0
S00087,Beth Mendoza,18-01-2012,Grade 3,,sudharaju434@gmail.com,0.5,,110.0
S00087,Beth Mendoza,18-01-2012,Grade 3,,sudharaju434@gmail.com,0.5,,74.0
S00087,Beth Mendoza,18-01-2012,Grade 3,,sudharaju434@gmail.com,0.5,,42.0
S00088,Michele James,08-08-2014,Grade 5,,sudharaju434@gmail.com,0.125,,74.96424262367006
S00089,Noah Dougherty,02-06-2006,Grade 5,,sudharaju434@gmail.com,0.4166666666666667,,46.0
S00089,Noah Dougherty,02-06-2006,Grade 5,,sudharaju434@gmail.com,0.4166666666666667,,94.0
S00089,Noah Dougherty,02-06-2006,Grade 5,,sudharaju434@gmail.com,0.4166666666666667,,81.0
S00090,David Downs,26-11-2011,Grade 2,,sudharaju434@gmail.com,1.0,,94.0
S00090,David Downs,26-11-2011,Grade 2,,sudharaju434@gmail.com,1.0,,47.0
S00090,David Downs,26-11-2011,Grade 2,,sudharaju434@gmail.com,1.0,,59.0
S00090,David Downs,26-11-2011,Grade 2,,sudharaju434@gmail.com,1.0,,71.0
S00091,Mary Williams,19-10-2014,Grade 3,,sudharaju434@gmail.com,0.5,,78.0
S00091,Mary Williams,19-10-2014,Grade 3,,sudharaju434@gmail.com,0.5,,52.0
S00092,Jason Parker,02-15-2011,Grade 3,,sudharaju434@gmail.com,0.5,,95.0
S00092,Jason Parker,02-15-2011,Grade 3,,sudharaju434@gmail.com,0.5,,61.0
S00092,Jason Parker,02-15-2011,Grade 3,,sudharaju434@gmail.com,0.5,,65.0
S00092,Jason Parker,02-15-2011,Grade 3,,sudharaju434@gmail.com,0.5,,62.0
S00092,Jason Parker,02-15-2011,Grade 3,,sudharaju434@gmail.com,0.5,,68.0
S00093,robert stewart,30-06-2009,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,63.0
S00093,robert stewart,30-06-2009,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,104.0
S00093,robert stewart,30-06-2009,Grade 1,,sudharaju434@gmail.com,0.5714285714285714,,106.0
S00094,paul ortega,15-02-2013,Grade 2,,sudharaju434@gmail.com,0.36363636363636365,,99.0
S00094,paul ortega,15-02-2013,Grade 2,,sudharaju434@gmail.com,0.36363636363636365,,86.0
S00095,George Williams,01-09-2008,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,98.0
S00095,George Williams,01-09-2008,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,51.0
S00095,George Williams,01-09-2008,Grade 2,,sudharaju434@gmail.com,0.6666666666666666,,56.0
S00096,Dawn Hall,21-05-2007,Grade 4,,sudharaju434@gmail.com,0.2,,109.0
S00097,Tyler Schroeder,25-03-2009,Grade 5,,sudharaju434@gmail.com,0.5,,49.0
S00097,Tyler Schroeder,25-03-2009,Grade 5,,sudharaju434@gmail.com,0.5,,108.0
S00097,Tyler Schroeder,25-03-2009,Grade 5,,sudharaju434@gmail.com,0.5,,97.0
S00097,Tyler Schroeder,25-03-2009,Grade 5,,sudharaju434@gmail.com,0.5,,71.0
S00097,Tyler Schroeder,25-03-2009,Grade 5,,sudharaju434@gmail.com,0.5,,100.0
S00098,Courtney Taylor,03-06-2006,Grade 3,,sudharaju434@gmail.com,0.2857142857142857,,93.0
S00098,Courtney Taylor,03-06-2006,Grade 3,,sudharaju434@gmail.com,0.2857142857142857,,78.0
S00099,Jason George,04-06-2011,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,46.0
S00099,Jason George,04-06-2011,Grade 2,,sudharaju434@gmail.com,0.4444444444444444,,52.0
S00100,Anthony Villarreal,12-04-2016,Grade 3,,sudharaju434@gmail.com,0.4375,,74.96424262367006
S00101,William Mitchell,06-11-2008,Grade 5,,sudharaju434@gmail.com,0.4375,,99.0
S00101,William Mitchell,06-11-2008,Grade 5,,sudharaju434@gmail.com,0.4375,,97.0
S00101,William Mitchell,06-11-2008,Grade 5,,sudharaju434@gmail.com,0.4375,,108.0
S00102,Stacey Ramos,11-06-2011,Grade 4,,sudharaju434@gmail.com,0.5,,52.0
S00102,Stacey Ramos,11-06-2011,Grade 4,,sudharaju434@gmail.com,0.5,,50.0
S00102,Stacey Ramos,11-06-2011,Grade 4,,sudharaju434@gmail.com,0.5,,85.0
